TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
TRAIN_PUB	0.000000	0.000000	40.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.275073	0.033427	0.000000
BUS_COACH_GASOLINE	924.619039	28.894398	15.000000	0.000000	0.945635	Infinity	0.343184	0.343184	1.000000	0.296804	0.296804	0.074944	0.000000
CAR_GASOLINE	0.000000	0.000000	10.000000	0.000000	71.117867	Infinity	0.342543	0.342543	1.000000	0.051370	0.051370	0.108434	0.000000
CAR_DIESEL	0.000000	0.000000	10.000000	0.000000	43.532835	Infinity	0.209678	0.209678	1.000000	0.051370	0.051370	0.108434	0.000000
CAR_NG	0.000000	0.000000	10.000000	0.000000	92.683360	Infinity	0.176326	0.446415	1.000000	0.051370	0.051370	0.108434	0.000000
CAR_METHANOL	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_HEV	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_PHEV	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_BEV	0.000000	0.000000	10.000000	0.000000	126.563687	Infinity	0.001363	0.001364	1.000000	0.000115	0.051370	0.108434	0.000000
CAR_FUEL_CELL	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
TRAIN_FREIGHT	12.872676	0.160902	40.000000	0.000000	0.077049	Infinity	0.729912	1.000000	1.000000	0.342466	0.342466	0.033427	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000	40.000000	0.000000	0.017627	Infinity	0.729912	0.729910	1.000000	0.114155	0.114155	0.033427	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000	40.000000	0.000000	0.006523	Infinity	0.000000	0.270090	1.000000	0.114155	0.114155	0.033427	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000	40.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.114155	0.033427	0.000000
TRUCK_DIESEL	0.000000	0.000000	15.000000	0.000000	16.218276	Infinity	0.729912	0.729912	1.000000	0.092593	0.092593	0.074944	0.000000
TRUCK_METHANOL	0.000000	0.000000	15.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.092593	0.074944	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.092593	0.074944	0.000000
TRUCK_ELEC	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000325	0.092593	0.074944	0.000000
TRUCK_NG	0.000000	0.000000	15.000000	0.000000	6.001233	Infinity	0.000000	0.270088	1.000000	0.092593	0.092593	0.074944	0.000000
AIR_LFO	0.000000	0.000000	15.000000	0.000000	2.922831	Infinity	1.000000	1.000000	1.000000	0.114155	0.114155	0.074944	0.000000
HABER_BOSCH	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
SYN_METHANOLATION	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.058246	0.000000
METHANE_TO_METHANOL	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
BIOMASS_TO_METHANOL	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
OIL_TO_HVC	13.258114	0.070486	15.000000	0.000000	0.033565	Infinity	0.121949	0.121949	0.121949	0.999893	1.000000	0.074944	0.000000
GAS_TO_HVC	192.740224	4.818500	25.000000	0.000000	0.241650	Infinity	0.878051	0.878051	0.878051	0.999987	1.000000	0.048263	0.000000
BIOMASS_TO_HVC	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
METHANOL_TO_HVC	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
PHS	0.000000	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.028572	
BATT_LI	0.000000	0.000000	15.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.074944	
BEV_BATT	0.000000	0.000000	1.000000	0.000000	125.559213	Infinity	0.000000	-1.000000	1.000000	0.001242	1.000000	1.015000	
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
TS_DEC_DIRECT_ELEC	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
TS_DEC_HP_ELEC	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
TS_DEC_THHP_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
TS_DEC_COGEN_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
TS_DEC_COGEN_OIL	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
TS_DEC_ADVCOGEN_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
TS_DEC_ADVCOGEN_H2	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
TS_DEC_BOILER_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
TS_DEC_BOILER_WOOD	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
TS_DEC_BOILER_OIL	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
TS_DHN_DAILY	0.000000	0.000000	40.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.033427	
TS_DHN_SEASONAL	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
TS_HIGH_TEMP	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.048263	
GAS_STORAGE	0.000000	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.028572	
H2_STORAGE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
DIESEL_STORAGE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
GASOLINE_STORAGE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
LFO_STORAGE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
AMMONIA_STORAGE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
METHANOL_STORAGE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
CO2_STORAGE	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.041639	
EFFICIENCY	142.108374	0.000000	1.000000	0.000000	0.985222	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
DHN	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.025393	
GRID	1219.236363	0.000000	80.000000	0.000000	1.504877	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
H2_ELECTROLYSIS	0.000000	0.000000	15.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	0.900000	0.074944	
SMR	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	0.860000	0.048263	
H2_BIOMASS	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	0.860000	0.048263	
GASIFICATION_SNG	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	0.850000	0.048263	
SYN_METHANATION	0.000000	0.000000	40.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.033427	
BIOMETHANATION	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	0.850000	0.058246	
BIO_HYDROLYSIS	0.000000	0.000000	15.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	0.850000	0.074944	
PYROLYSIS_TO_FUELS	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	0.850000	0.048263	
PYROLYSIS_TO_LFO	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	0.850000	0.048263	
ATM_CCS	0.000000	0.000000	40.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.033427	
INDUSTRY_CCS	0.000000	0.000000	40.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.033427	
AMMONIA_TO_H2	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	0.860000	0.048263	
FERMENTATION_TO_BIOETHANOL	371.776087	16.897824	25.000000	0.276574	0.276574	0.276574	0.000000	-1.000000	1.000000	0.864733	0.920000	0.048263	
ESTERIFICATION_TO_BIODIESEL	1091.080434	49.591368	25.000000	0.811683	0.811683	0.811683	0.000000	-1.000000	1.000000	0.844900	0.844900	0.048263	
